Configuration,Fitness
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7064669124647315
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7023512662062279
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7042285056516245
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7072492253899014
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.702425784563189
xo_prob=0.35_mut_prob=0.5_xo=pmx_mut=prime_sel=tournament_selection,0.7057142857142856
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7083738380848522
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7092581918263489
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7095346281006041
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7104573228782608
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7071153346834919
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.709330546467951
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7091944920461822
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7107931315019647
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7079678385349051
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7093964099634764
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7085098925066209
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7100491596129546
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7084121791210123
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7090541101936959
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7088478648456839
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7084737151858199
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7092285056516245
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7093580689273166
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7086205881843831
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7089904104135293
